,at,like,loc,re,tag,time,twit
2673,"[FoxNews, realDonaldTrump]",3700.0,,1500.0,,3:53 PM - 18 Nov 2015,"""@FoxNews New Hampshire Poll: @realDonaldTrump 'Rules GOP Race in New Hampshire.' Trump 27, Rubio 13, Cruz 11, Bush 9, Carson 9, & Kasich 7"""
2674,,3800.0,,1600.0,,11:23 AM - 18 Nov 2015,"Via Politico: ""Trump Extends Lead in New Hampshire Poll""http://www.politico.com/story/2015/11/donald-trump-new-hampshire-215986 …"
2675,,3000.0,,1200.0,,11:04 AM - 18 Nov 2015,Very nice article from Daily Mailhttp://www.dailymail.co.uk/news/article-3323848/Ben-Donald-Trump-running-circles-Carson-New-Hampshire-Marco-Rubio-tied-SECOND.html …
2676,,3500.0,,1600.0,,8:57 AM - 18 Nov 2015,Great New Pollhttp://www.tampabay.com/blogs/the-buzz-florida-politics/fla-poll-trump-36-rubio-18-carson-15-cruz-10-bush-9/2254421 …
2677,,2300.0,,1100.0,,7:34 AM - 18 Nov 2015,How does Ben Carson survive this problem – really big. Similar story on front page of New York Times.http://www.nydailynews.com/news/politics/advisers-claim-carson-struggles-foreign-policy-report-article-1.2438726 …
2678,"[KatrinaPierson, FoxNews]",3100.0,,1200.0,"[MakeAmericaGreatAgain, Trump2016]",2:27 AM - 18 Nov 2015,"""@KatrinaPierson: #MakeAmericaGreatAgain #Trump2016 pic.twitter.com/Aja00L81uf""  Katrina, great job on @FoxNews last night!"
2679,,6800.0,,5200.0,"[MakeAmericaGreatAgain, Trump2016]",7:08 PM - 17 Nov 2015,Thank you for all of your support! Let's #MakeAmericaGreatAgain! #Trump2016pic.twitter.com/G7o6b0cfZz
2680,,3900.0,,1600.0,,3:01 PM - 17 Nov 2015,The great Barbara Walters interviews Melania Trump and me on a Special Friday night at 10:00 on ABC.… https://instagram.com/p/-NCErPmhei/ 
2681,"[Ashevillelaura, realDonaldTrump, seanhannity, FoxNews]",3100.0,,1300.0,,2:58 PM - 17 Nov 2015,"""@Ashevillelaura: @realDonaldTrump @seanhannity @FoxNews Obama has no credibility on terrorist threats & ISIS. Trump best to protect us"""
2682,"[seanhannity, FoxNews]",3600.0,,1600.0,,2:39 PM - 17 Nov 2015,"I will be interviewed by  @seanhannity tonight at 10:00 on @FoxNews . Much, much, much to talk about!"
2683,"[BarbaraJWalters, WNTonight]",3300.0,,1400.0,[abc2020],1:16 PM - 17 Nov 2015,Melania and I just had interview with the legendary @BarbaraJWalters. Watch #abc2020 this Friday. Tonight we talk ISIS @WNTonight
2684,[AP],2900.0,,1300.0,,12:48 PM - 17 Nov 2015,".@AP is doing very badly. I can say from experience their reporting is terrible & highly inaccurate. Sadly, they are now irrelevant!"
2685,[AP],4000.0,,1500.0,,12:48 PM - 17 Nov 2015,One of the saddest things in journalism is what happened to the formerly great @AP. They have lost their way and are no longer credible.
2686,,5200.0,,2500.0,,7:35 AM - 17 Nov 2015,What is our President doing? https://instagram.com/p/-MO-OYmhZh/ 
2687,,4400.0,,1900.0,,7:01 AM - 17 Nov 2015,"""GOP Voters Trust Donald Trump to Keep Our Country Safe""http://www.slate.com/blogs/the_slatest/2015/11/16/trump_and_carson_won_t_be_hurt_by_paris_attacks.html …"
2688,,28000.0,,17000.0,,5:54 AM - 17 Nov 2015,Refugees from Syria are now pouring into our great country. Who knows who they are - some could be ISIS. Is our president insane?
2689,,13000.0,,6000.0,,5:19 AM - 17 Nov 2015,"I, along with almost everyone else, have so little confidence in President Obama. He has a horrible attitude-a man who is resigned to defeat"
2690,,4800.0,,1600.0,,5:14 AM - 17 Nov 2015,So many great polls like Reuters - big leads everywhere. New Hampshire really special! We will win big and MAKE AMERICA GREAT AGAIN!
2691,,6300.0,,2800.0,[Trump2016],7:33 PM - 16 Nov 2015,Thank you Tennessee! #Trump2016pic.twitter.com/RNZ3hvbVvM
2692,[SarahPalinUSA],4300.0,,1400.0,,6:53 PM - 16 Nov 2015,Just received a copy of @SarahPalinUSA new book -- a great read! Sarah is a terrific person.
2693,[UMassAmherst],3200.0,,1300.0,"[Trump2016, MakeAmericaGreatAgain]",6:16 PM - 16 Nov 2015,"Great poll numbers out of @UMassAmherst. Thank you! #Trump2016 #MakeAmericaGreatAgain
http://www.umass.edu/newsoffice/article/new-umass-poll-finds-donald-trump-and-ben …"
2694,,6700.0,"Knoxville, TN",2500.0,"[Trump2016, MakeAmericaGreatAgain]",5:44 PM - 16 Nov 2015,"Just leaving Knoxville, TN --- what a crowd, what amazing people! #Trump2016 #MakeAmericaGreatAgainpic.twitter.com/5qr5deOlEl"
2695,,5500.0,,1500.0,,3:09 PM - 16 Nov 2015,"Just landing in Knoxville, Tennessee! Massive crowd expected! Will all have a great time, despite serious subject matter."
2696,,3700.0,,1600.0,"[Trump2016, MakeAmericaGreatAgain]",2:52 PM - 16 Nov 2015,"I agree! The headline says it all. #Trump2016 #MakeAmericaGreatAgain
http://www.slate.com/blogs/the_slatest/2015/11/16/trump_and_carson_won_t_be_hurt_by_paris_attacks.html …"
2697,"[ericbolling, FoxNews]",4300.0,,2400.0,"[SyrianRefugees, ISIS]",2:47 PM - 16 Nov 2015,Discussing #SyrianRefugees with @EricBolling on @FoxNews back on 10/3/2015. #ISISpic.twitter.com/rUX57o2BzM
2698,,5900.0,,2000.0,[MakeAmericaGreatAgain],1:47 PM - 16 Nov 2015,"Will be landing in Knoxville, Tennessee shortly - tremendous crowd expected. It's all very simple, we want to #MakeAmericaGreatAgain!"
2699,[KarlRove],4700.0,,1900.0,,12:23 PM - 16 Nov 2015,Republicans must stop listening to dopes like @KarlRove who still insists Mitt Romney won the last election. Think big & think strong!
2700,[Macys],9800.0,,3700.0,,10:47 AM - 16 Nov 2015,"Wow, @Macys shares are down more than 40% this year. I never knew my ties & shirts not being sold there would have such a big impact!"
2701,,2900.0,,1600.0,,10:41 AM - 16 Nov 2015,Interesting article from highly respected Wayne Allyn Roothttp://www.theblaze.com/contributions/islamic-state-terrorist-attack-proves-donald-trump-was-right-about-border-and-immigration/ …
2702,,14000.0,,6400.0,,4:43 AM - 16 Nov 2015,"Remember, I was the one who said attack the oil (ISIS source of wealth) a long time ago. Everyone scoffed, now they're attacking the oil."
2703,[SarahPalinUSA],3700.0,,1300.0,,6:26 PM - 15 Nov 2015,"""@SarahPalinUSA: From St. Patrick's Cathedral, NYC: blessings, prayers and heartfelt concern for those in Paris."
2704,"[StreetR77, JohnLegere, TMobile]",2300.0,,911.0,,5:10 PM - 15 Nov 2015,"""@StreetR77:  @JohnLegere @TMobile didn't know he was CEO of tmobile, I have T-Mobile, it's pathetic, dropped calls, no service."""
2705,,15000.0,,9500.0,,5:09 PM - 15 Nov 2015,"Tom Brady just did it again. He is not only a great guy, he is, without question, the BEST quarterback!"
2706,,11000.0,,4900.0,,5:03 PM - 15 Nov 2015,President Obama just told President Putin how important the Russian air strikes against ISIS have been. I TOLD YOU SO!
2707,"[JohnLegere, TMobile]",3400.0,,1400.0,,4:57 PM - 15 Nov 2015,".@JohnLegere @TMobile  John, focus on running your company, I think the service is terrible! Try hiring some good managers."
2708,"[peg4cats, TerryLambert201, realDonaldTrump]",2700.0,,1100.0,,4:37 PM - 15 Nov 2015,"""@peg4cats: @TerryLambert201 @realDonaldTrump you are so right. I only trust Trump to be tough on immigration"""
2709,"[760_831, DanSaltsman, realDonaldTrump, MichaelCohen212, IvankaTrump]",2200.0,,730.0,,4:31 PM - 15 Nov 2015,"""@760_831: @DanSaltsman @realDonaldTrump @MichaelCohen212 @IvankaTrump  I have faith he will win and save America"""
2710,"[760_831, DanSaltsman, realDonaldTrump, MichaelCohen212, IvankaTrump]",1800.0,,664.0,,4:30 PM - 15 Nov 2015,"""@760_831: @DanSaltsman @realDonaldTrump @MichaelCohen212 @IvankaTrump i have faith he will win and save America"""
2711,[Parker_Votes],4100.0,,3100.0,"[Trump2016, TrumpArmy]",4:29 PM - 15 Nov 2015,"""@Parker_Votes: We finally have a voice with  Let’s do our part & VOTE IN THE R PRIMARY, 4 #Trump2016 #TrumpArmy pic.twitter.com/fIl3hXOERS"""
2712,[syoka68],2600.0,,805.0,,4:27 PM - 15 Nov 2015,"""@syoka68: Reading the comments of the leftists on here makes me nauseated. We SO NEED YOU, MR. TRUMP! Make America Great Again"""
2713,[davenorthYV],5900.0,,2200.0,,4:25 PM - 15 Nov 2015,"""@davenorthYV: Does anybody ever realize that HillaryClinton doesn't make eye contact with anyone, even the camera. That's a sign of lying"""
2714,"[RealReagan0503, realDonaldTrump]",1500.0,,717.0,,4:23 PM - 15 Nov 2015,"""@RealReagan0503: If you missed it, here is the most popular link among people I follow http://ln.is/www.breitbart.com/bi/W0Qvs … by @realDonaldTrump"""
2715,"[Hturne, VanityFair]",1400.0,,526.0,,4:13 PM - 15 Nov 2015,"""@Hturne:  @VanityFair  You're spot on! He tries 2b an intellectual elitist.The truth: he has a low IQ, no imagination, no creativity"""
2716,[RondaRousey],14000.0,,9100.0,,4:10 PM - 15 Nov 2015,Glad to see that @RondaRousey lost her championship fight last night. Was soundly beaten - not a nice person!
2717,[VanityFair],2200.0,,810.0,,3:47 PM - 15 Nov 2015,I have watched sloppy Graydon Carter fail and close Spy Magazine and now am watching him fail at @VanityFair Magazine. He is a total loser!
2718,[VanityFair],2000.0,,663.0,,3:39 PM - 15 Nov 2015,".@VanityFair Magazine is doing really poorly. It has gotten worse and worse over the years, and has lost almost all of it's former allure!"
2719,[USATrumpDiva],3000.0,,1300.0,,2:54 PM - 15 Nov 2015,"""@USATrumpDiva: Donald Trump surges in poll among likely Republican voters http://dailym.ai/1SOD157 """
2720,[mholsbunes],3000.0,,1200.0,,2:38 PM - 15 Nov 2015,"""@mholsbunes: Donald Trump says tough gun control laws in Paris contributed to tragedy: https://www.washingtonpost.com/news/post-politics/wp/2015/11/14/donald-trump-says-tough-gun-control-laws-in-paris-contributed-to-tragedy/ … Presidential candidate??"""
2721,[thewatcher23579],4900.0,,2200.0,,2:33 PM - 15 Nov 2015,"""@thewatcher23579: One of Paris terrorist came as Syrian refugee. Donald Trump is right again. BOMB THEIR OIL - TAKE AWAY THEIR FUNDING"""
2722,,7500.0,,3300.0,,12:48 PM - 15 Nov 2015,"We need strong, tough and brilliant leadership now more than ever!  MAKE AMERICA GREAT AGAIN!"
2723,,4100.0,,1300.0,,12:46 PM - 15 Nov 2015,I had a great time in Texas yesterday. A tremendous crowd of wonderful and enthusiastic people. Will be back soon!
2724,"[realDonaldTrump, andersoncooper]",3000.0,,1400.0,[Trump2016],12:33 PM - 15 Nov 2015,".@realDonaldTrump on ISIS&OIL FIELDS! Saying it for years! @AndersonCooper, you should acknowledge this! #Trump2016 https://m.youtube.com/watch?v=RtsJ-5_Xz-Q&autoplay=1 …"
2725,,14000.0,,7100.0,,6:18 AM - 15 Nov 2015,"When will President Obama issue the words RADICAL ISLAMIC TERRORISM? He  can't say it, and unless he will,  the problem will not be solved!"
2726,"[mnrosrnr, realDonaldTrump]",2900.0,,1100.0,,10:20 PM - 14 Nov 2015,"""@mnrosrnr: @realDonaldTrump the best book I've read in years, Trump is right on every issue and has the best ideas, a true economic genius"""
2727,"[TejadaDennes, realDonaldTrump]",2400.0,,1000.0,"[HispanicsForTrump, DemocratsForTrump]",10:17 PM - 14 Nov 2015,"""@TejadaDennes: @realDonaldTrump Crippled America is an incredible book! People need to read truth. #HispanicsForTrump #DemocratsForTrump"""
2728,"[tasteofaz, realDonaldTrump]",3900.0,,1800.0,,8:00 PM - 14 Nov 2015,"""@tasteofaz: Poll: Trump Surges to 42% Nationally; ‘Bad News for Marco Rubio’ http://www.breitbart.com/big-government/2015/11/14/poll-trump-surges-to-42-nationally-bad-news-for-marco-rubio/ … @realdonaldtrump""  Great news!"
2729,,4000.0,,1400.0,,7:57 PM - 14 Nov 2015,"I think everyone will like my new and very successful book, Crippled America. Go get it and let me know what you think!"
2730,,5300.0,,3000.0,,7:52 PM - 14 Nov 2015,"Wow, Bernie Sanders just admitted that the real unemployment rate is 10% (it is actually over 20%) and for  African American youth - 51%."
2731,,7600.0,,3200.0,,7:40 PM - 14 Nov 2015,"Hillary and Sanders are not doing well, but what is the failed former Mayor of Baltimore doing on that stage? O'Malley is a clown."
2732,,13000.0,,6800.0,,7:30 PM - 14 Nov 2015,"Why won't President Obama use the term Islamic Terrorism? Isn't it now, after all of this time and so much death, about time!"
2733,"[Oliviaand24, realDonaldTrump]",2500.0,,952.0,"[MakeAmericaGreatAgain, Trump2016]",7:26 PM - 14 Nov 2015,"""@Oliviaand24: @realDonaldTrump TrumpOn America needs you in office Now! #MakeAmericaGreatAgain #Trump2016"""
2734,"[redletter99, realDonaldTrump]",2500.0,,863.0,,7:25 PM - 14 Nov 2015,"""@redletter99: @realDonaldTrump I absolutely love this, can't wait till u debate Clinton"""
2735,"[TomRichey, SenSanders, realDonaldTrump]",2800.0,,1100.0,,7:25 PM - 14 Nov 2015,"""@TomRichey: Enough of these party debates. What I wanna see is a @SenSanders vs @realDonaldTrump one on one debate!"" That would be easy!"
2736,"[jaslohr_, realDonaldTrump]",2600.0,,1100.0,"[DemDebate, Trump2016]",7:23 PM - 14 Nov 2015,"""@jaslohr_: @realDonaldTrump are you watching this circus?!? #DemDebate what a joke! #Trump2016"""
2737,"[jcooper75, realDonaldTrump]",2400.0,,995.0,[DemDebate],7:23 PM - 14 Nov 2015,"""@jcooper75: #DemDebate this debate stinks. CBS News, major fail. @realDonaldTrump"""
2738,,5400.0,,2400.0,[Trump2016],7:21 PM - 14 Nov 2015,"Great news out of New Hampshire! DonaldTrump is pulling away from the pack w/ 2nd is 17% behind him! #Trump2016 pic.twitter.com/hASWradHMe"""
2739,"[MikeOG_, realDonaldTrump]",4200.0,,1700.0,[Trump2016],3:32 PM - 14 Nov 2015,"""@MikeOG_: @realDonaldTrump was right! close the borders! #Trump2016"""
2740,"[Gman0623, realDonaldTrump, HaloOneForTrump, FoxNews, CNN, GOP]",2600.0,,949.0,,3:31 PM - 14 Nov 2015,"""@Gman0623: @realDonaldTrump @HaloOneForTrump @FoxNews @CNN @GOP I love you Trump! MAKE AMERICA GREAT AGAIN!"""
2741,[shawnlivinlife],5700.0,,2600.0,[Trump2016],3:30 PM - 14 Nov 2015,"""@shawnlivinlife: I still haven't heard the WH say the words islamic terrorist. Call it what it is. #Trump2016 can't happen fast enough."
2742,"[HaloOneForTrump, realDonaldTrump, FoxNews, CNN, GOP]",2800.0,,1200.0,"[veterans, military]",3:27 PM - 14 Nov 2015,"""@HaloOneForTrump: @realDonaldTrump has what MONEY CAN'T BUY: VISION & LOYAL & MOTIVATED SUPPORT! #veterans #military @foxnews @cnn @GOP"""
2743,"[jrpantiques, realDonaldTrump, ABCinSC, KatrinaPierson]",4200.0,,1600.0,,10:15 AM - 14 Nov 2015,"""@jrpantiques: @realDonaldTrump @ABCinSC @KatrinaPierson THE WORLD IS PLAYING EVERYTHING RIGHT FOR TRUMP! EVERY DAY HIS POINTS ARE PROVEN"""
2744,"[dlt912, realDonaldTrump]",3200.0,,1000.0,,10:11 AM - 14 Nov 2015,"""@dlt912: @realDonaldTrump you definitely have my vote!"""
2745,"[ABCinSC, realDonaldTrump]",3700.0,,1600.0,[MakeAmericaGreatAgain],10:10 AM - 14 Nov 2015,"""@ABCinSC: @realDonaldTrump - a tough man for a tough job in tough times. Gloves off, game on! https://twitter.com/KatrinaPierson/status/665582866525503490 …"""
2746,"[Mario_Posillico, realDonaldTrump]",3500.0,,1200.0,,10:07 AM - 14 Nov 2015,"""@Mario_Posillico: @realDonaldTrump you need to win for not just America, but for humanity."""
2747,,14000.0,,6400.0,,5:42 AM - 14 Nov 2015,"We need much tougher, much smarter leadership - and we need it NOW!"
2748,,20000.0,,9300.0,,5:39 AM - 14 Nov 2015,"President Obama said ""ISIL continues to shrink"" in an interview just hours before the horrible attack in Paris. He is just so bad! CHANGE."
2749,,30000.0,,14000.0,,3:52 PM - 13 Nov 2015,My prayers are with the victims and hostages in the horrible Paris attacks. May God be with you all.
2750,[ShepNewsTeam],4300.0,,1500.0,[Trump2016],1:54 PM - 13 Nov 2015,"Boy is this guy @ShepNewsTeam tough on me. So totally biased. As a reporter, he should be ashamed of himself! #Trump2016"
2751,,27000.0,,15000.0,[Trump2016],1:36 PM - 13 Nov 2015,They laughed at me when I said to bomb the ISIS controlled oil fields. Now they are not laughing and doing what I said. #Trump2016
2752,[jaketapper],5300.0,,2100.0,[Trump2016],1:35 PM - 13 Nov 2015,Thank you @JakeTapper for giving me credit for my vision on bombing the oil fields. Should have been done long ago. #Trump2016
2753,,4200.0,,1500.0,,1:11 PM - 13 Nov 2015,Great honor to be inducted into the NJ Boxing Hall of Fame last night. Thank you! Timing could not have been better!pic.twitter.com/IU6peXoVL2
2754,[seanhannity],3200.0,,1100.0,,1:04 PM - 13 Nov 2015,".@seanhannity  Carly, whose campaign is dead, is making false statements about me in order to salvage hope! Sad."
2755,[CarlyFiorina],3400.0,,1300.0,,12:55 PM - 13 Nov 2015,.@CarlyFiorina had to inject herself into my factual statements concerning Ben Carson in order to breathe life into her failing campaign!
2756,"[CarlyFiorina, 60Minutes]",2500.0,,808.0,,12:18 PM - 13 Nov 2015,.@CarlyFiorina I only said I was on @60Minutes four weeks ago with Putin—never said I was in Green Room. Separate pieces—great ratings!
2757,[CarlyFiorina],3400.0,,1400.0,,12:17 PM - 13 Nov 2015,".@CarlyFiorina  Ben Carson said in his own book that he has a pathological temper & pathological disease. I didn’t say it, he did. Apology?"
2758,[CarlyFiorina],3000.0,,1200.0,,12:16 PM - 13 Nov 2015,.@CarlyFiorina Carly—I did graduate from Wharton and did very well. Who is your fact checker? Will you apologize?
2759,[CarlyFiorina],2700.0,,959.0,,12:16 PM - 13 Nov 2015,".@CarlyFiorina Carly, not just you, I also told Gov. Kasich to “let Jeb talk, give him a chance” because Kasich was constantly cutting in."
2760,[DRUDGE_REPORT],3400.0,,1600.0,,11:42 AM - 13 Nov 2015,"""@DRUDGE_REPORT: REUTERS 5-DAY ROLLING POLL: TRUMP 34%, CARSON 19.6%, RUBIO 9.7%, CRUZ 7.7%..."" Thank you - a great honor!"
2761,,3500.0,,1800.0,,8:07 AM - 13 Nov 2015,Happy Friday the 13th https://instagram.com/p/-B_ci4mhdA/ 
2762,"[IowaCentral, ethanolbyPOET]",4000.0,,1600.0,"[Trump2016, IACaucus]",7:06 PM - 12 Nov 2015,Thank you Iowa! I appreciate all of your support @IowaCentral & @ethanolbyPOET this evening! #Trump2016 #IACaucuspic.twitter.com/mJzLcXjtpf
2763,,5500.0,,2200.0,"[Trump2016, MakeAmericaGreatAgain]",3:35 PM - 12 Nov 2015,"First candidate in Virginia with over 16,000 validated signatures for the ballot. An honor - thank you! #Trump2016 #MakeAmericaGreatAgain"
2764,"[OutFrontCNN, ErinBurnett]",2000.0,,830.0,[Trump2016],1:49 PM - 12 Nov 2015,"I will be on @OutFrontCNN with @ErinBurnett at 7PM. Tune in!
#Trump2016"
2765,[BretBaier],1900.0,,712.0,[Trump2016],1:49 PM - 12 Nov 2015,I will be on with @BretBaier tonight at 6PM. #Trump2016
2766,,7500.0,,3300.0,[BoycottMacys],1:05 PM - 12 Nov 2015,Macy’s was very disloyal to me bc of my strong stance on illegal immigration. Their stock has crashed! #BoycottMacyspic.twitter.com/WsvZtwZbBf
2767,"[Forbes, WSJ]",2600.0,,1400.0,,12:43 PM - 12 Nov 2015,Thank you @Forbes for showing the @WSJ was wrong. So dishonest!http://www.forbes.com/sites/johnbrinkley/2015/11/12/donald-trump-stalking-the-wild-tpp/ …
2768,,4900.0,,1700.0,,12:38 PM - 12 Nov 2015,From 2% to 27% in Texas - quite a jump into first place!
